,time,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1
352,2044-05-16,285.05862,286.17365,285.91037,286.64227,285.15137
353,2044-06-16,290.50153,291.6271,290.3777,290.7742,289.01816
354,2044-07-16,292.83124,295.1829,294.4671,292.45392,291.34692
355,2044-08-16,294.13498,293.61746,294.03214,292.55295,291.89453
356,2044-09-16,292.16528,291.101,292.34302,291.1259,291.16956
357,2044-10-16,287.8461,287.72086,290.08362,288.20438,288.1723
358,2044-11-16,285.18552,283.5801,284.8762,283.8141,281.8775
359,2044-12-16,281.05502,281.08804,281.92023,280.39813,279.99783
360,2045-01-16,279.96692,281.56332,279.95474,280.14078,280.0787
361,2045-02-15,278.6504,278.9782,277.26694,280.56735,275.85913
362,2045-03-16,279.4372,277.92233,280.4865,281.26947,279.3035
363,2045-04-16,283.733,280.54303,282.86694,283.44827,282.75064
364,2045-05-16,285.7067,284.44794,285.23785,287.62387,284.3048
365,2045-06-16,290.41202,288.9941,290.40286,290.59076,287.68158
366,2045-07-16,292.23557,293.3562,294.25458,294.08588,290.72015
367,2045-08-16,291.51447,293.566,295.6397,295.1133,290.56345
368,2045-09-16,290.4551,290.1687,291.6346,292.18716,290.9112
369,2045-10-16,288.30887,287.37817,288.62683,288.93277,286.45502
370,2045-11-16,285.48587,284.4369,283.49185,284.8707,284.1194
371,2045-12-16,283.63965,281.90027,279.9976,283.66956,281.4792
372,2046-01-16,282.39835,280.57886,280.59256,282.2599,281.17978
373,2046-02-15,281.74722,281.5206,278.04562,281.90448,281.6182
374,2046-03-16,280.6827,278.44427,280.00885,281.43802,280.84177
375,2046-04-16,284.18704,282.8465,282.44357,284.86472,283.1879
376,2046-05-16,287.2635,285.35553,286.53812,287.6573,286.47052
377,2046-06-16,290.83176,289.08722,290.37473,289.63336,288.3917
378,2046-07-16,293.48834,292.95053,294.01855,293.77002,292.89255
379,2046-08-16,293.35165,294.35114,295.19916,294.34103,294.08856
380,2046-09-16,291.41312,290.54074,294.76852,291.974,293.9064
381,2046-10-16,286.46503,287.9382,287.77795,288.70767,289.42896
382,2046-11-16,285.19675,283.8976,283.78326,284.79083,284.43234
383,2046-12-16,281.05936,283.26764,281.79947,282.01782,280.54105
384,2047-01-16,279.87964,280.71628,277.3653,279.03348,277.8528
385,2047-02-15,279.92065,281.68546,281.91492,279.28595,280.50372
386,2047-03-16,281.75278,281.33917,284.03955,281.71143,279.573
387,2047-04-16,283.67975,285.46918,283.793,285.1959,281.93317
388,2047-05-16,285.85477,288.4415,286.08887,287.68033,285.36447
389,2047-06-16,290.38577,291.54938,290.71442,289.89096,291.091
390,2047-07-16,292.47452,293.73923,292.72043,295.18643,292.64105
391,2047-08-16,292.20477,296.20142,296.11993,294.2494,293.68478
392,2047-09-16,291.87253,292.10254,291.06503,291.39053,289.3875
393,2047-10-16,288.10187,287.63797,287.54175,287.21136,289.38452
394,2047-11-16,283.34506,285.555,284.87247,283.78656,286.33786
395,2047-12-16,281.29483,282.3605,280.689,282.6351,282.5473
396,2048-01-16,279.78363,280.20856,280.22528,280.32236,278.6407
397,2048-02-15,279.67032,281.452,279.39056,280.0596,278.33188
398,2048-03-16,279.80774,280.48932,281.55945,282.41293,279.97107
399,2048-04-16,283.55414,283.27472,282.67926,281.62463,281.7142
400,2048-05-16,284.75818,285.5581,285.7826,285.5202,284.37296
401,2048-06-16,289.75684,291.43997,290.1744,291.02896,289.67413
402,2048-07-16,291.66153,293.21225,292.18707,294.32864,291.09
403,2048-08-16,293.04202,293.7653,292.55582,293.31567,292.08197
404,2048-09-16,291.2001,290.5677,291.82596,289.59702,292.44992
